mass enclosed (Msun),dm (g),r (Rsun),dr (cm),T (K),log T,eps_grav (ergs/g s),eps_nuc (ergs/g s),eps_neu (ergs/g s),eps_a (ergs/g s),lum_gamma (ergs/s),lum_neu (ergs/s),lum_a (ergs/s),X_c12,log X_c12,X_o16,log X_o16,X_ne20,log X_ne20,X_na23,log X_na23
0.2719686621891849,1.1311458459516968e+31,0.004797911843469911,2923144.9641314745,1294161909.688403,9.111988613338468,0.0,2692326.4005713137,819056916.1475799,245.17340650734238,1.5330786582411346e+41,8.60917258612956e+41,5.47332806457287e+34,7.838810409299494e-11,-10.105749839340582,0.6692752170455231,-0.1743952564243326,0.07789793858890308,-1.108474034898807,0.00015165844244981592,-3.81913340858237
0.27765735777765677,1.1311458459513877e+31,0.004839584433152315,2899162.064204812,1291355156.4589486,9.111045701041036,0.0,2548553.6429083655,804075608.3150573,276.58963049456804,1.5333669368277707e+41,8.7001252645472e+41,5.78619127614003e+34,1.6298119265842274e-10,-9.787862508454447,0.6670483131489724,-0.17584270975041655,0.08166473387520229,-1.0879654488522823,0.00017252370142234835,-3.763151232823461
0.2833460533661286,1.1311458459513877e+31,0.004880916044576529,2875440.2067825794,1288037638.3794224,9.10992855394123,0.0,2371843.9289645045,784389927.5020565,312.66435454093426,1.53363522696852e+41,8.788851205357207e+41,6.13986026195608e+34,3.6321202058230137e-10,-9.439839786840997,0.6644752097311967,-0.17752121709563298,0.08603103947201034,-1.0653448296945358,0.00019696590217821737,-3.7056089503742453
0.289034748954602,1.1311458459516968e+31,0.004921938131774548,2853906.6063661575,1285603526.0911293,9.109107054918807,0.0,2329847.187096244,773258870.1973746,373.49976725335216,1.5338987666652587e+41,8.876318061244113e+41,6.562342972148635e+34,5.589196170579582e-10,-9.252650647173306,0.6614131941528958,-0.17952714584408502,0.09129124798174221,-1.0395708559314865,0.00023701330952431257,-3.6252272654216804
0.2947234445430754,1.1311458459516968e+31,0.004962646229212188,2832062.3387365937,1282289156.9785686,9.10798596989421,0.0,2337049.809482013,754084218.3499292,503.01009537276155,1.5341631210836365e+41,8.961615984352539e+41,7.131320752001301e+34,2.4603164315786805e-09,-8.609009032875981,0.6559134388737535,-0.18315347083767666,0.10082356920498545,-0.9964379323829632,0.0003224003513452772,-3.491604493581488
0.30041214013154727,1.1311458459513877e+31,0.005003070865244344,2812341.928757131,1279985476.5076559,9.107205041906957,0.0,2108384.3737344677,744327975.0589275,500.17298183603276,1.5344016101062384e+41,9.04581033405387e+41,7.697089342662248e+34,2.687023780051682e-09,-8.570728490061239,0.6558962881470235,-0.1831648268534562,0.10085433278809047,-0.9963054393893562,0.000322824909067176,-3.491032962633172
0.31064069331371236,2.0338556110377016e+31,0.005075029288008594,5006147.471708894,1275317909.5907657,9.105618458629644,0.0,1701402.8324596796,717931212.8712217,494.24094012459744,1.5347476508759818e+41,9.191827176617593e+41,8.70230405193921e+34,3.203593554967543e-09,-8.494362588727563,0.6558691085282571,-0.18318282391067708,0.10090357018769401,-0.9960934672082402,0.0003235608862311554,-3.4900439837243744
0.3157549699047949,1.0169278055188508e+31,0.005110697803468364,2481458.6205361485,1272258064.7649112,9.104575212519824,0.0,1480866.5633827904,705461750.4227864,489.9769967349497,1.5348982443144385e+41,9.263567543591087e+41,9.2005752839836e+34,3.5270505417914384e-09,-8.452588316951774,0.6558640499019666,-0.1831861735759194,0.10091339959459421,-0.9960511629641013,0.0003237904002346326,-3.4897360313915677
0.32086924649587745,1.0169278055188508e+31,0.005146170705573017,2467849.7994207144,1270277948.3554523,9.103898758932086,0.0,1353683.1922137418,697736201.0288628,487.1833363725941,1.5350359041222411e+41,9.33452227796542e+41,9.696005565126334e+34,3.72234165966042e-09,-8.42918376712805,0.6558613659275053,-0.18318795083095163,0.10091862025580964,-0.9960286957226802,0.0003239113459672505,-3.4895738392554367
0.3299489616832624,1.8054195301723192e+31,0.005208643968852115,4346264.926326811,1266115482.2991953,9.102473319455418,0.0,1114897.3792036115,675087210.7612075,481.3514857536925,1.5352371898724963e+41,9.456403841453205e+41,1.0565046938383513e+35,4.198994214902836e-09,-8.376854723703929,0.6558553214632059,-0.18319195333776817,0.10093039801381914,-0.9959780141254906,0.0003241795078319184,-3.4892144414208714
0.33902867687064725,1.8054195301723192e+31,0.005270586891208603,4309369.108340919,1263467175.328896,9.101563963502702,0.0,989943.2546693402,668915469.7858433,477.57754902566336,1.5354159161610706e+41,9.57717114677178e+41,1.1427274772566273e+35,4.477536204813466e-09,-8.348960893812345,0.6558526342829086,-0.1831937327393032,0.10093564333825165,-0.9959554445497255,0.0003242974691157907,-3.4890564406373428
0.34810839205803223,1.8054195301723192e+31,0.005331946431993522,4268783.252406836,1258086959.2302597,9.099710660670958,0.0,768731.9945639101,640283126.9177755,469.9171061845348,1.535554704536716e+41,9.692769112989494e+41,1.2275672293633891e+35,5.024305686844633e-09,-8.298923945291735,0.6558475973083796,-0.1831970681511462,0.10094549050089073,-0.9959130773575208,0.00032451548092575624,-3.48876458046527
0.35714345706476236,1.7965412441780727e+31,0.005392466611845237,4210388.912283778,1252992402.4468968,9.097948437645872,0.0,604479.6542141419,614722134.9037687,462.63349667729966,1.5356633017997222e+41,9.803206479895876e+41,1.310681245135298e+35,5.504836871405729e-09,-8.259255546246822,0.6558440325128365,-0.18319942872279013,0.10095247901301208,-0.9958830119511223,0.0003246670911664373,-3.488561730003919
0.36617852207149404,1.7965412441783818e+31,0.0054525389744085094,4179234.263526857,1249759387.4778674,9.096826407608685,0.0,520389.48748625786,604073034.8669254,458.14490966944555,1.5357567919174527e+41,9.91173069205932e+41,1.3929888677384518e+35,5.801975065183866e-09,-8.236424141971879,0.6558365886024475,-0.18320435804651988,0.10096583658099711,-0.9958255519028949,0.0003248396934403336,-3.488330908036672
0.3706960545748591,8.982706220890363e+30,0.00548239888670212,2077354.0982664824,1246081632.4574337,9.095546494461603,0.0,625071.6793700167,586658530.863674,926.4568737658304,1.5358129402700805e+41,9.964428504406595e+41,1.4762097669720813e+35,4.6438343337296e-08,-7.333123281877135,0.6418017247953657,-0.19259912010417446,0.12575747013859387,-0.9004662079132861,0.0006646611159737049,-3.1773997275926558
0.3752135870782241,8.982706220890363e+30,0.0055121463468640625,2069530.8034663796,1243779499.152662,9.094743394189798,0.0,560418.5655229279,576325316.4843967,919.7731665968411,1.5358632810234288e+41,1.0016198114463005e+42,1.558830288426056e+35,4.800142241885269e-08,-7.318745893051376,0.6418002361975904,-0.1926001274098957,0.12576043307373716,-0.9004559757479683,0.0006647676544543363,-3.1773301201411295
0.38424865208495584,1.7965412441783818e+31,0.005571310133980105,4116024.6696630716,1240063690.8274558,9.093443991504625,0.0,469267.4172200155,559173093.0383503,909.0079235051438,1.5359475868503872e+41,1.0116655866890823e+42,1.7221373110122498e+35,5.056404251225482e-08,-7.296158212206226,0.6417980406683874,-0.19260161308689436,0.12576485580001978,-0.9004407028056068,0.0006649224461604327,-3.177229006078425
0.3958265615756963,2.302162951343694e+31,0.005646520801725285,5232406.155032158,1234618958.8737583,9.091532941731234,0.0,361461.41388759227,535216079.664387,893.2646559754759,1.5360308011579265e+41,1.02398713298475e+42,1.9277813906854007e+35,5.39506374545036e-08,-7.268003419538292,0.6417955739688169,-0.19260328226629783,0.12576982750971516,-0.9004235347072898,0.0006650943135372544,-3.177116765306654
0.40740447106643674,2.302162951343694e+31,0.005721092165342073,5187929.766819954,1228379256.6937351,9.089332474020209,0.0,267417.8960140699,508328580.39699984,875.3082862550967,1.5360923651151996e+41,1.035689685233741e+42,2.1292916214474633e+35,5.736975064741888e-08,-7.241317037736268,0.6417934809365164,-0.19260469859557403,0.12577405557043841,-0.9004089350802271,0.0006652365793059175,-3.177023878283039
0.41319342581180696,1.151081475671847e+31,0.005758148035081092,2577976.8577435613,1223528046.1419427,9.087613928853385,0.0,211128.29602437178,487664957.6710819,861.4295170932699,1.536116667702254e+41,1.0413031062248357e+42,2.228449177419764e+35,5.974502096583332e-08,-7.22369828213154,0.6417922530902714,-0.19260552946621196,0.1257765439501895,-0.9004003428558645,0.0006653183537822766,-3.1769704957386513
